,created_at,text
402,2022-12-04 16:27:36+00:00,"@Sr_C_a_s_t_r_o_ @markwallace101 @ASFleischman @Popehat JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/bOfxPuAHoO"
403,2022-12-04 16:27:35+00:00,"@cryptogems555 Please check @ElonGoatToken 🐐🐐👀👀🔥🚀
@elonmusk #ElonMusk #ElonGoatToken #ElonGoat #EGT #ClaimYourGoat #memecoin #ElonistheGoat https://t.co/nxF26DlFE6"
404,2022-12-04 16:27:35+00:00,"@cryptogems555 Accumulating hot #Rabbit2023 that will #100x next year 🚀
💥A small investment will provide us with financial freedom.

https://t.co/pFm5w1piCL

@rabbit2023_

#BSC #ETH #BNB #Rabbit2023 #ElonMusk #Vitalik #CZ #RabbitYear $RABBIT #币安 #区块链 #加密货币"
405,2022-12-04 16:27:31+00:00,"You can’t trust #BigTech with your #privacy. American #FREEDOM depends on #FreeSpeech. With Haven there’s no monitoring, no tracking, no data collection and no selling your information. Try us for FREE today. Haven: be free to be you. #ElonMusk https://t.co/NBhIY9kYRs"
406,2022-12-04 16:27:27+00:00,"@cryptogems555 @ElonGoatToken is the best community. They have an amazing ideas for long lasting token .
#egt #egtarmy #ElonGOAT $EGT  #Elongoattoken #ElonistheGoat #claimyourgoat #elonmusk https://t.co/HfijaIT87f"
407,2022-12-04 16:27:22+00:00,"@engenting @dm_eliseev @mighty_shield JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/pcedQrdSUG"
408,2022-12-04 16:27:15+00:00,"@PezeshkiCharles @hstupak1 JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/73XGWVfLZu"
409,2022-12-04 16:27:10+00:00,"Amid Twitter Chaos, Elon Musk Begs Readers for This One Thing - TheStreet https://t.co/AGOYsQvl6r #elonmusk #elon #musk"
410,2022-12-04 16:27:08+00:00,Why I Quit Elon Musk’s Twitter - The New Yorker https://t.co/4QBBjJATWG #elonmusk #elon #musk
411,2022-12-04 16:27:07+00:00,"Cardano NFT: IAMX – The Cryptonomist

Read More:https://t.co/gT7q1nPlz6

#nft #metaverse #bitcoin #dogecoinlabs #doge #elonmusk https://t.co/zYBZlXQyD8"
412,2022-12-04 16:27:06+00:00,Elon Musk Replies to His Own Quotes on Twitter - Bloomberg https://t.co/zDEU96ZyA6 #elonmusk #elon #musk
413,2022-12-04 16:26:59+00:00,@elonmusk Elon is exposing everything that the evil Democrps have done. Elon I pray that you watch out for yourself. The government will try and kill you to shut you up. #elonmusk
414,2022-12-04 16:26:50+00:00,"#ElonMusk , can we not use any usdt or dollar stable coin but use the price of tesla stock price as stable coin , Elon buy a bunch of gold and be the new federal reserve's , decentralised"
415,2022-12-04 16:26:40+00:00,"@BubbleswapDao JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/kURWCVON58"
416,2022-12-04 16:26:25+00:00,"@EvenLast1 @sweeepnft JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/JNDtJoDJ3I"
417,2022-12-04 16:26:21+00:00,"Discover Right here why These 4 U.S. States Halt Sale of Slotie NFTs

Read More:https://t.co/xaAABvRssM

#nft #metaverse #bitcoin #dogecoinlabs #doge #elonmusk https://t.co/SNMI5ZBEl5"
418,2022-12-04 16:26:21+00:00,"#Elonmusk, one of the great minds of our century."
419,2022-12-04 16:26:04+00:00,"@TheKevinator12 JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/CG60vBrLFW"
420,2022-12-04 16:26:02+00:00,"@elonmusk why do you only respond to Blue official accounts, the rest of us feel left out, please don't say it's the $8.00? #elonmusk https://t.co/7Rsab3zoGo"
421,2022-12-04 16:26:00+00:00,"@karsnayu JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/ONT3y9ioSK"
422,2022-12-04 16:25:59+00:00,"@BTC_Archive Please check @ElonGoatToken 🐐🐐👀👀🔥🚀
@elonmusk #ElonMusk #ElonGoatToken #ElonGoat #EGT #ClaimYourGoat #memecoin #ElonistheGoat https://t.co/CbRAQKyhcm"
423,2022-12-04 16:25:57+00:00,Only stupid people will get the chip implanted into your brain #Elonmusk
424,2022-12-04 16:25:52+00:00,"When the first release is a total dud, apartheid billionaire genius is like… I know what to do!! A sequel! Brilliant!!

#ElonMusk #twitterfiles #GOP #HunterBidensLaptop https://t.co/kGNdWJIb2N"
425,2022-12-04 16:25:47+00:00,"""My biological neural net concluded it's important to buy Twitter. If Twitter was not bought and steered in a good direction it would be a danger for the future of civilization. And so that's why I bought it."" #Elonmusk"
426,2022-12-04 16:25:46+00:00,"@cz_binance @coinmamba @VitalikButerin @ElonGoatToken is the best community. They have an amazing ideas for long lasting token .
#egt #egtarmy #ElonGOAT $EGT  #Elongoattoken #ElonistheGoat #claimyourgoat #elonmusk https://t.co/zuzyAJgB4A"
427,2022-12-04 16:25:45+00:00,"@Christo59739593 @GadSaad JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/pXVeeZVkcX"
428,2022-12-04 16:25:32+00:00,"#Elonmusk has finally let the truth shine through , and expose the crooked ways of the Democrats."
429,2022-12-04 16:25:30+00:00,"@nathan16x @RisenLn JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/monW2Qt1Cn"
430,2022-12-04 16:25:25+00:00,"@Whitexbt_ @Crypto_Obrian @cryptohierarchy JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/x31E1vQdbH"
431,2022-12-04 16:25:23+00:00,"@janice_shield @jimmycarr JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/mleoD41Hcx"
432,2022-12-04 16:25:22+00:00,"@NBCNews @elonmusk seriously in your dreams #elonmusk has done it again, cars, space and social media"
433,2022-12-04 16:25:18+00:00,"@1goonrich Please check @ElonGoatToken 🐐🐐👀👀🔥🚀
@elonmusk #ElonMusk #ElonGoatToken #ElonGoat #EGT #ClaimYourGoat #memecoin #ElonistheGoat https://t.co/6szl3mrJNo"
434,2022-12-04 16:25:18+00:00,"@lubowitz46nphgj JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/oxzApxJtZm"
435,2022-12-04 16:25:11+00:00,"@AdepejuRobert JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/qEVopfWUlW"
436,2022-12-04 16:25:05+00:00,"@ShieldMind JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/Kee9oP2r7y"
437,2022-12-04 16:25:04+00:00,"@MSLaboratory_ @DigiMiners_ @BL3_EED JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/rC7V6Vc8vR"
438,2022-12-04 16:24:59+00:00,Is #ElonMusk in over his head? - #CBSNews  https://t.co/LdqVniaI8l
439,2022-12-04 16:24:58+00:00,"@AVFCTrey @Aminovic97 @theMadridZone @David_Ornstein JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/1asTk0LTrg"
440,2022-12-04 16:24:55+00:00,"@neuralink showing some love to the little guy! @elonmusk #elonmusk #Neuralink @opensea #opensea #nft #NFTCommunity #nftart 

https://t.co/yQQ9zGXBO0 https://t.co/d9U68cf2DE"
441,2022-12-04 16:24:50+00:00,"@voxel_pacman JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/hp4Epm5QnM"
442,2022-12-04 16:24:50+00:00,Is btc touch 10000$ in december202? @globalrashid007 #Elonmusk #CZBinance #watcherguru #ethereumcofoufer
443,2022-12-04 16:24:50+00:00,"@yourcryptodj #Rabbit2023 is NEXT rare #100x gem .A small investment will provide us with financial freedom.

https://t.co/pFm5w1GlEL

@rabbit2023_

#BSC #ETH #BNB #Rabbit2023 #ElonMusk #Vitalik #CZ #RabbitYear $RABBIT #币安 #区块链 #加密货币"
444,2022-12-04 16:24:48+00:00,"@beautyofhelin @AltcoinDailyio Hi Sir,

Please check @ElonGoatToken 🐐🐐👀👀🔥🚀
@elonmusk #ElonMusk #ElonGoatToken #ElonGoat #EGT #ClaimYourGoat #memecoin #ElonistheGoat

$EGT is building a huge monument of @elonmusk 👀👀 and will deliver it to him 🔥🔥🐐🐐🚀🚀👀👀 https://t.co/8cbrKj0blr"
445,2022-12-04 16:24:44+00:00,"@ToneyBashirian1 JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/mNchuMBlT1"
446,2022-12-04 16:24:37+00:00,"@Stumbling_ @iFireMonkey JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/4bFgAswuIm"
447,2022-12-04 16:24:31+00:00,"@AtomicCowFart @ClownWorld_ JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/pQbcdFgeJ7"
448,2022-12-04 16:24:29+00:00,"@WhaleTransfer JOIN @FrogXmas -a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/WMM6of1NSd"
449,2022-12-04 16:24:27+00:00,"@William54365597 @SimonWDC JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/gcrQklzLjx"
450,2022-12-04 16:24:25+00:00,"@WAMCNews JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/xc4yCjIw6U"
451,2022-12-04 16:24:19+00:00,"@postdoomer @vinz_crypto JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/AXeMlBoOv3"
452,2022-12-04 16:24:18+00:00,"@MurderPopTweets @zamora_danniel @mcuban @matthewloop JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/YPXKo0uQjK"
453,2022-12-04 16:24:11+00:00,Finding out about the #truth of #HunterBiden &amp; #JoeBiden won't absolve them of their #wrongdoings but will hopefully #WakeUpAmerica to the #NationalSecurityThreat facing our country because of it. #twitterfiles #HunterBidensLaptop #ElonMusk #BidenCrimeFamilly #FJB https://t.co/YQUUOeQBD3
454,2022-12-04 16:24:10+00:00,"@neuralink showing some love to the little guy! @elonmusk #elonmusk #Neuralink @opensea #opensea #nft #NFTCommunity #nftart 

https://t.co/yQQ9zHeEQ0 https://t.co/hkHLYH2ukh"
455,2022-12-04 16:24:04+00:00,"@andreaisten JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/KhjzJkTAlX"
456,2022-12-04 16:23:58+00:00,"@jack_shield26 @OfficialPDC @Winmau JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/bPlCoEgs6w"
457,2022-12-04 16:23:54+00:00,"@acopo1024 @JSPStevens @DirtybirdTerre1 @Fascin8ionQuest @crypto_viking80 @minimvl13 @SomeOneAboveu @Cernovich JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/WudxrK0lzb"
458,2022-12-04 16:23:53+00:00,"@teslaownersSV Hi Sir,

Please check @ElonGoatToken 🐐🐐👀👀🔥🚀
@elonmusk #ElonMusk #ElonGoatToken #ElonGoat #EGT #ClaimYourGoat #memecoin #ElonistheGoat https://t.co/WQSjn1e8YT"
459,2022-12-04 16:23:50+00:00,"Netflix CEO won't admit that Elon Musk is a MAGA owned by China and Russia. Maybe we should boycott both trolls? Watch: 
https://t.co/WlGl6k4Wgv
#elonmusktwitter #Netflix @netflix #Elonmusk #NHPolitics"
460,2022-12-04 16:23:44+00:00,"@CryptoArch3 @engineers_feed JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/L7fxo1fHFe"
461,2022-12-04 16:23:38+00:00,@metafluencer @ILONSITOKEN @ILONSI_SHOP Take it easy #metafluencer before #elonmusk close your twitter account 🤦🏻‍♂️
462,2022-12-04 16:23:38+00:00,@DashDobrofsky You’re spin on everything is showing your lack of intelligence. Musk paid $100’s of millions with his Starlink satellite to provide internet access to Ukraine. He tried to get peace with them. #elonmusk https://t.co/8WbYWmxZW6
463,2022-12-04 16:23:36+00:00,"If you think there is deception, censorship &amp; illegal manipulation of information to the public - YOU ARE RIGHT! @Twitter @JCCFCanada @S_A_M_CDN @rubiconcapital_ @jordanbpeterson James Woods: #ElonMusk may have saved America https://t.co/oTKt8mSGlC via @YouTube"
464,2022-12-04 16:23:36+00:00,"@ChuckCallesto Black rock helped Twitter suppress free-speech, black rock tried to block, Elon musk from buying Twitter #Blackrock #blackrockcorruption #twitter #ElonGOAT #Elonmusk #truth #corruption #Blackrockisevil #AMERICAFIRST #USA #JamesWoods https://t.co/D75Ia2n3up"
465,2022-12-04 16:23:23+00:00,R.i.P Elon Musk. May he get through the Swamp before being suicided #ElonMusk #HunterBiden
466,2022-12-04 16:23:17+00:00,"@Fitnol1 @Crypto__Diva @ShidoFinance JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/ubVZzcQSed"
467,2022-12-04 16:23:13+00:00,"@jimboz114 @GMA @GStephanopoulos JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/4jQMcNKLzx"
468,2022-12-04 16:23:05+00:00,"@cryptojack Christmas gifts are coming with us, are you ready for it guys? @ElonGoatToken @VoltInuOfficial
@Proof_Of_Memes #ElonGoat #ProofOfMemes #ElonMusk #BULLRUN #ElonIsTheGoat #elongoattoken #elongoat 💓🐐 https://t.co/qccXST5zwa"
469,2022-12-04 16:22:49+00:00,@Tiffannyyy009 @Crypto__emily @vortex_protocol Join the army of $VXP don’t miss this bullish gem https://t.co/2FdKgMEJXm #eth #crypto #elonmusk
470,2022-12-04 16:22:47+00:00,"I trust #Elonmusk twitter 2.0 more than I do politicians, media &amp; fake news!"
471,2022-12-04 16:22:46+00:00,"@AubreyFaza @KebenaranHakiky @leb_crypto @jordanbpeterson @elonmusk @Google @adrianraffaele JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/oWR043Hv66"
472,2022-12-04 16:22:40+00:00,"@BubblePrickr JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/2N4IkKXruR"
473,2022-12-04 16:22:18+00:00,"@ForensicAndrew @That_Fen_Woman JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/aB6qxzte8j"
474,2022-12-04 16:22:08+00:00,#Elonmusk am i allowed to do such posts?
475,2022-12-04 16:22:08+00:00,"Twitter Peeps are funny. They think @elonmusk is a CIA asset,  a Russian sympathizer, a Chinese asset, a Deep State actor, a far right extremists, a national security risk, a free speech hypocrite and a thief.  Personally,  I think #Elonmusk is an Android from the future.  🤣🤣🤣"
476,2022-12-04 16:22:06+00:00,"@TheCinemaAngle JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/A8E8nQ2YlO"
477,2022-12-04 16:22:04+00:00,"@hunter_ngenez @WydSwift_ @crypto_preneurs @Bang_Garong @maulana27122638 @fretag JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/atFdg46sim"
478,2022-12-04 16:22:03+00:00,"@AManInAWhiteVa1 @Bitboy_Crypto @RichardHeartWin JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/IcF8bsoS0c"
479,2022-12-04 16:21:40+00:00,"@TPS_Guy JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/tMbcOroxhG"
480,2022-12-04 16:21:38+00:00,Well said! 🙌🏻 #ElonMusk #Truth #Wahrheit #World #Welt #retweet #democracy #Demokratie https://t.co/X9n4NpAX9a
481,2022-12-04 16:21:34+00:00,"@Mubi_Dick @jackcamrey @anarcho_bottom @CRoaek @Martin52014152 @writew_orhythm @vikare06 JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/qXuc3AU5VW"
482,2022-12-04 16:21:29+00:00,"@CryptoSecundus @economics JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/CjJalwAyCW"
483,2022-12-04 16:21:27+00:00,"@CableNewsWatch @MediaBuzzFNC @MZHemingway @JulieBanderas JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/8BIaDVJbhT"
484,2022-12-04 16:21:23+00:00,"@darksyXBT @CryptoPunjab09 JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/q6gVWpapJH"
485,2022-12-04 16:21:21+00:00,"@xand78869293 @jomilleweb JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/JacnAM5vQP"
486,2022-12-04 16:21:18+00:00,"@cz_binance @CryptoAlerts365 🔥$EGT🔥
Loading up my bag with $EGT is the best financial decision I have made this year. 

The chart is orgasmic💯.  
Community is strong and supportive ✅

@ElonGoatToken @elonmusk 

#elongoat #elongoattoken #ElonMusk $EGT #egt #egtarmy #memecoin #ElonistheGoat  #ERC20 https://t.co/EDfTRFgR69"
487,2022-12-04 16:21:15+00:00,"@AnalGapeTube JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/K4ZWVaaJ7G"
488,2022-12-04 16:21:14+00:00,@elonmusk thanks for releasing the #twitterfiles during #TWITTERGATE   this is not surprising though since #corporations for years have been influencing politics for many decades #OnePercent #FreeWorld #HunterBidensLaptop #Elonmusk #TrumpWasRightAboutEverything https://t.co/2TL12M3rmO
489,2022-12-04 16:21:03+00:00,"@USAtvFree1 JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/jRnbp8EtB9"
490,2022-12-04 16:21:02+00:00,"@atensnut Draining the swamp can be dangerous . Threats on your life are very real  when power is threatened by corrupt elites on every level of the dark that exists in this country . Expose the evil .
#Elonmusk"
491,2022-12-04 16:20:49+00:00,"@HinaJairaj @painter_crypto JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/IujAGhvlIa"
492,2022-12-04 16:20:49+00:00,"@DiveKitDirect JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/bSIXqYEF8V"
493,2022-12-04 16:20:44+00:00,"@AltGemsAlert 2023 is the year of the rabbit, what do you think about #rabbitboy ?
@Rabbitboyf 

#rabbitboy #BinanceChristmas
 #rabbityear #rabbit2023 #ELONMUSK 

https://t.co/kbSiBpU4H9"
494,2022-12-04 16:20:41+00:00,"LinkSync continues to build even in a bear market!

TG: https://t.co/lBTWl4ZPYK - join the family
Twitter: #SYNC #AIRDROP #SYNCARMY 
#NASIRDANADAM
#MODERATE_USTAZ
#ELONMUSK"
495,2022-12-04 16:20:38+00:00,"@0xigens JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/28WjfJzv4d"
496,2022-12-04 16:20:34+00:00,"@catturd2 🔥$EGT🔥
Loading up my bag with $EGT is the best financial decision I have made this year. 

The chart is orgasmic💯.  
Community is strong and supportive ✅

@ElonGoatToken @elonmusk 

#elongoat #elongoattoken #ElonMusk $EGT #egt #egtarmy #memecoin #ElonistheGoat  #ERC20 https://t.co/1oSr9eiWAy"
497,2022-12-04 16:20:27+00:00,"Veteran Bitcoin Pockets Casa Makes Shocking Announcement for 2023

Read More:https://t.co/t1blP91NHt

#nft #metaverse #bitcoin #dogecoinlabs #doge #elonmusk https://t.co/KNeKqGDnjm"
498,2022-12-04 16:20:23+00:00,"#NEURALINK
📱 #Neuralink is using artificial intelligence to enhance your social media appearance.

🚦https://t.co/FjYoZBx0Bx🚦
_________________________________
🚦#Neuralink #neuraflection🚦 #1000xGem #altcoin #RBXS #cryptonews #CMC #ERC #ELONMUSK #Crypto #blockchain #CG https://t.co/eeVppZISmN"
499,2022-12-04 16:20:15+00:00,"@hamilcino JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/1fM4yC7Joo"
500,2022-12-04 16:20:00+00:00,"A top #EuropeanUnion (EU) official issued a warning to #Twitter owner #ElonMusk that the social media platform could be blocked if it does not comply with the bloc’s regulations. 

https://t.co/9CwJJgMnvh"
